Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Larry Smith,1987-88,GSW,20,499.0,-3.49,0.26,-3.23,-0.26
Pace Mannion,1987-88,MIL,35,477.0,-2.47,-1.10,-3.57,-0.36
Carey Scurry,1987-88,TOT,66,455.0,-2.14,4.58,2.45,1.50
Conner Henry,1987-88,TOT,78,433.0,0.14,-1.46,-1.31,0.33
Norris Coleman,1987-88,LAC,29,431.0,-4.81,-1.16,-5.97,-1.04
Mike Smrek,1987-88,LAL,48,421.0,-4.55,2.93,-1.61,0.23
Ricky Wilson,1987-88,TOT,48,420.0,-0.93,-1.45,-2.38,0.03
Franklin Edwards,1987-88,SAC,16,414.0,-1.90,-3.83,-5.74,-0.85
Reggie Lewis,1987-88,BOS,49,405.0,-2.00,-1.12,-3.12,-0.15
Scott Hastings,1987-88,ATL,55,403.0,-0.70,0.45,-0.25,0.58
Lester Conner,1987-88,HOU,52,399.0,-0.43,1.18,0.75,0.85
Chris Engler,1987-88,NJN,54,399.0,-3.92,-0.60,-4.52,-0.56
Kevin McKenna,1987-88,NJN,31,393.0,-0.10,-0.91,-1.02,0.36
Milt Wagner,1987-88,LAL,40,380.0,-1.40,-2.72,-4.12,-0.40
Billy Donovan,1987-88,NYK,44,364.0,-2.71,-2.50,-5.21,-0.66
Jeff Cook,1987-88,PHO,33,359.0,-4.59,1.02,-3.57,-0.26
Eric White,1987-88,LAC,17,352.0,0.22,-1.89,-1.67,0.15
Dave Henderson,1987-88,PHI,22,351.0,-4.66,-3.28,-7.94,-1.14
Martin Nessley,1987-88,TOT,88,336.0,-4.04,1.15,-2.88,-0.13
Pete Myers,1987-88,SAS,22,328.0,-2.61,-1.90,-4.50,-0.42
Claude Gregory,1987-88,LAC,23,313.0,-2.78,0.36,-2.42,-0.03
Steve Burtt,1987-88,LAC,19,312.0,-2.44,-2.40,-4.84,-0.53
Ralph Lewis,1987-88,DET,50,310.0,-4.18,-0.03,-4.21,-0.36
Adrian Branch,1987-88,NJN,20,308.0,-3.58,-0.68,-4.27,-0.39
William Bedford,1987-88,DET,38,298.0,-3.54,1.05,-2.49,-0.01
John Stroeder,1987-88,MIL,41,271.0,-4.23,-0.35,-4.58,-0.38
Chris McNealy,1987-88,NYK,19,265.0,-2.79,0.99,-1.80,0.10
Chris Washburn,1987-88,TOT,74,260.0,-1.19,-0.43,-1.62,0.14
Ray Tolbert,1987-88,TOT,50,259.0,-1.35,-0.47,-1.82,0.10
Winston Crite,1987-88,PHO,29,258.0,-2.80,-0.99,-3.79,-0.22
Tony Campbell,1987-88,LAL,13,242.0,-0.58,-1.61,-2.19,0.04
Vincent Askew,1987-88,PHI,14,234.0,-2.48,-0.99,-3.47,-0.15
Charles Davis,1987-88,TOT,42,226.0,-1.61,-2.49,-4.10,-0.23
Bart Kofoed,1987-88,UTA,36,225.0,-3.56,-1.27,-4.84,-0.37
Rick Carlisle,1987-88,NYK,26,204.0,-0.97,-0.52,-1.48,0.12
Scott Roth,1987-88,UTA,26,201.0,-1.05,0.16,-0.89,0.20
Steve Alford,1987-88,DAL,28,197.0,-0.45,0.65,0.20,0.34
Kevin Henderson,1987-88,TOT,34,190.0,-1.67,-1.18,-2.85,-0.05
Louis Orr,1987-88,NYK,29,180.0,-3.14,-1.03,-4.17,-0.21
Johnny Rogers,1987-88,CLE,24,168.0,-1.93,-0.85,-2.78,-0.04
Jim Farmer,1987-88,DAL,30,157.0,-3.05,-2.78,-5.83,-0.33
Duane Washington,1987-88,NJN,15,156.0,1.04,0.71,1.75,0.44
Kenny Fields,1987-88,LAC,7,154.0,-1.74,-0.83,-2.57,-0.03
Sedric Toney,1987-88,NYK,21,139.0,0.41,-0.29,0.12,0.24
Maurice Martin,1987-88,DEN,26,136.0,-2.17,-0.61,-2.78,-0.03
Michael Brooks,1987-88,DEN,16,133.0,-2.40,-0.80,-3.21,-0.07
Chris Welp,1987-88,PHI,10,132.0,-0.13,-0.16,-0.29,0.19
Bill Wennington,1987-88,DAL,30,125.0,-0.06,0.81,0.75,0.26
Mark Wade,1987-88,GSW,11,123.0,-1.63,-0.58,-2.21,0.02
Granville Waiters,1987-88,CHI,22,114.0,-2.37,1.46,-0.92,0.11
Nate Blackwell,1987-88,SAS,10,112.0,-1.15,-2.01,-3.16,-0.05
Bill Martin,1987-88,PHO,10,101.0,-2.23,-0.93,-3.16,-0.05
Andre Turner,1987-88,HOU,12,99.0,-0.51,-0.10,-0.61,0.12
Elston Turner,1987-88,CHI,17,98.0,-2.26,-0.46,-2.72,-0.02
Jamie Waller,1987-88,NJN,9,91.0,-1.49,-0.97,-2.46,-0.01
Ronnie Murphy,1987-88,POR,18,89.0,-2.33,-0.88,-3.21,-0.04
Joe Arlauckas,1987-88,SAC,9,85.0,-1.00,-0.56,-1.56,0.05
Greg Dreiling,1987-88,IND,20,74.0,-0.67,0.30,-0.37,0.10
Lancaster Gordon,1987-88,LAC,8,65.0,-0.57,-0.43,-1.00,0.06
Chuck Nevitt,1987-88,DET,17,63.0,-0.73,0.85,0.12,0.11
Johnny Moore,1987-88,TOT,10,61.0,-0.58,-1.20,-1.78,0.03
Ron Moore,1987-88,TOT,28,59.0,-0.57,-0.02,-0.59,0.07
Phil Zevenbergen,1987-88,SAS,8,58.0,-0.48,-1.15,-1.63,0.03
Kermit Washington,1987-88,GSW,6,56.0,-0.45,0.26,-0.19,0.08
Nikita Wilson,1987-88,POR,15,54.0,-1.51,-1.10,-2.62,-0.01
Mike O'Koren,1987-88,NJN,4,52.0,0.16,-0.04,0.12,0.09
Andre Moore,1987-88,TOT,20,50.0,-0.90,-0.44,-1.35,0.04
Jay Murphy,1987-88,WSB,9,46.0,-0.43,-0.58,-1.01,0.04
Rickie Winslow,1987-88,MIL,7,45.0,-1.44,-0.61,-2.05,0.01
Eddie Hughes,1987-88,UTA,11,42.0,-0.76,-0.68,-1.44,0.03
Richard Rellford,1987-88,SAS,4,42.0,-0.61,-1.29,-1.90,0.02
Billy Thompson,1987-88,LAL,9,38.0,-1.39,-0.58,-1.97,0.01
Darryl Dawkins,1987-88,TOT,12,33.0,-1.23,-0.09,-1.32,0.02
Ennis Whatley,1987-88,ATL,5,24.0,-0.07,-0.65,-0.72,0.03
Michael Phelps,1987-88,LAC,2,23.0,0.24,0.49,0.73,0.05
Tod Murphy,1987-88,LAC,1,19.0,0.38,0.17,0.54,0.04
Kevin Gamble,1987-88,POR,9,19.0,-0.88,-0.36,-1.24,0.02
Brian Rowsom,1987-88,IND,4,16.0,-0.21,0.20,0.00,0.03
Kent Benson,1987-88,CLE,2,12.0,-0.15,0.00,-0.15,0.02
Kannard Johnson,1987-88,CLE,4,12.0,-0.45,-0.21,-0.65,0.01
Jeff Lamp,1987-88,LAL,3,7.0,-0.33,-0.32,-0.64,0.01
Brad Wright,1987-88,DEN,2,7.0,-1.28,-0.72,-2.00,0.00
Walker Russell,1987-88,DET,1,1.0,0.23,0.34,0.57,0.00
Michael Jordan,1986-87,CHI,82,"3,281.0",5.60,1.71,7.32,20.33
Rodney McCray,1986-87,HOU,81,"3,136.0",1.19,1.02,2.20,9.75
Clyde Drexler,1986-87,POR,82,"3,114.0",2.59,1.92,4.50,14.03
Alex English,1986-87,DEN,82,"3,085.0",2.82,-2.63,0.18,5.32
Dale Ellis,1986-87,SEA,82,"3,073.0",2.95,-1.54,1.41,7.78
Sleepy Floyd,1986-87,GSW,82,"3,064.0",4.67,0.28,4.96,14.64
Ron Harper,1986-87,CLE,82,"3,064.0",-0.04,0.97,0.93,6.89
Kevin McHale,1986-87,BOS,77,"3,060.0",3.35,1.41,4.76,14.25
Fat Lever,1986-87,DEN,82,"3,054.0",3.29,2.30,5.59,15.77
Xavier McDaniel,1986-87,SEA,82,"3,031.0",0.93,-0.44,0.49,5.84
Kiki Vandeweghe,1986-87,POR,79,"3,029.0",3.55,-2.21,1.35,7.55
James Donaldson,1986-87,DAL,82,"3,028.0",0.12,2.51,2.63,10.00
Tom Chambers,1986-87,SEA,82,"3,018.0",1.30,-1.21,0.08,5.00
Isiah Thomas,1986-87,DET,81,"3,013.0",2.33,0.19,2.52,9.93
Larry Bird,1986-87,BOS,74,"3,005.0",5.53,1.38,6.91,17.73
Robert Parish,1986-87,BOS,80,"2,995.0",0.02,1.91,1.93,8.61
Charles Oakley,1986-87,CHI,82,"2,980.0",-1.94,0.69,-1.24,2.29
Buck Williams,1986-87,NJN,82,"2,976.0",0.51,1.66,2.17,9.09
Dominique Wilkins,1986-87,ATL,79,"2,969.0",3.32,-0.52,2.80,10.26
Otis Thorpe,1986-87,SAC,82,"2,956.0",1.90,0.72,2.62,9.80
Chuck Person,1986-87,IND,82,"2,956.0",0.14,0.01,0.15,5.04
Dennis Johnson,1986-87,BOS,79,"2,933.0",0.06,0.00,0.07,4.84
Michael Cage,1986-87,LAC,80,"2,922.0",0.60,1.48,2.08,8.81
Magic Johnson,1986-87,LAL,80,"2,904.0",6.41,0.92,7.33,17.71
Reggie Theus,1986-87,SAC,79,"2,872.0",2.62,-1.45,1.17,6.82
Karl Malone,1986-87,UTA,82,"2,857.0",0.13,0.87,1.00,6.58
Bill Laimbeer,1986-87,DET,82,"2,854.0",1.23,2.47,3.69,11.58
James Worthy,1986-87,LAL,82,"2,819.0",1.56,0.73,2.29,8.72
Tim McCormick,1986-87,PHI,81,"2,817.0",-0.37,0.07,-0.31,3.94
Terry Cummings,1986-87,MIL,82,"2,770.0",1.44,1.68,3.13,10.22
Jeff Malone,1986-87,WSB,80,"2,763.0",1.34,-2.50,-1.17,2.23
Steve Stipanovich,1986-87,IND,81,"2,761.0",0.59,3.37,3.96,11.75
Hakeem Olajuwon,1986-87,HOU,75,"2,760.0",1.78,5.29,7.07,16.94
Rolando Blackman,1986-87,DAL,80,"2,758.0",1.81,-2.08,-0.27,3.95
Gerald Wilkins,1986-87,NYK,80,"2,758.0",0.73,-1.89,-1.16,2.28
Charles Barkley,1986-87,PHI,68,"2,740.0",3.08,2.06,5.14,13.52
Adrian Dantley,1986-87,DET,81,"2,736.0",2.77,-0.97,1.80,7.71
Byron Scott,1986-87,LAL,82,"2,729.0",1.67,-0.15,1.52,7.09
Joe Barry Carroll,1986-87,GSW,81,"2,724.0",0.14,0.44,0.58,5.41
Hot Rod Williams,1986-87,CLE,80,"2,714.0",0.34,2.78,3.12,10.16
Terry Porter,1986-87,POR,80,"2,714.0",1.96,1.03,2.99,9.66
Alvin Robertson,1986-87,SAS,81,"2,697.0",0.93,2.41,3.35,10.30
Brad Daugherty,1986-87,CLE,80,"2,695.0",0.42,0.40,0.83,5.88
John Paxson,1986-87,CHI,82,"2,689.0",1.63,-0.92,0.70,5.59
Sam Perkins,1986-87,DAL,80,"2,687.0",0.33,1.59,1.92,7.65
Mark Aguirre,1986-87,DAL,80,"2,663.0",3.03,-1.62,1.41,6.71
Walter Davis,1986-87,PHO,79,"2,646.0",2.51,-2.12,0.38,4.92
Orlando Woolridge,1986-87,NJN,75,"2,638.0",1.65,-0.83,0.82,5.70
Kevin Willis,1986-87,ATL,81,"2,626.0",0.29,1.19,1.47,6.79
Maurice Cheeks,1986-87,PHI,68,"2,624.0",2.95,1.29,4.24,11.51
Robert Reid,1986-87,HOU,75,"2,594.0",-0.06,-0.29,-0.35,3.54
Doc Rivers,1986-87,ATL,82,"2,590.0",4.06,2.88,6.94,15.44
Dave Greenwood,1986-87,SAS,79,"2,587.0",0.13,1.64,1.76,7.20
Jay Humphries,1986-87,PHO,82,"2,579.0",1.30,0.55,1.86,7.32
Larry Nance,1986-87,PHO,69,"2,569.0",3.30,2.67,5.98,13.89
Derek Harper,1986-87,DAL,77,"2,556.0",4.60,1.53,6.13,13.84
Vern Fleming,1986-87,IND,82,"2,549.0",1.51,1.42,2.93,9.15
Jack Sikma,1986-87,MIL,82,"2,536.0",-0.28,2.99,2.71,8.67
Herb Williams,1986-87,IND,74,"2,526.0",-0.92,1.24,0.33,4.62
Mark Eaton,1986-87,UTA,79,"2,505.0",-3.79,5.77,1.99,7.48
Ricky Pierce,1986-87,MIL,79,"2,505.0",2.20,-2.02,0.18,4.32
Danny Ainge,1986-87,BOS,71,"2,499.0",1.72,0.11,1.84,7.03
Roy Hinson,1986-87,PHI,76,"2,489.0",-1.39,0.95,-0.44,3.26
Moses Malone,1986-87,WSB,73,"2,488.0",1.99,0.33,2.31,7.90
Kareem Abdul-Jabbar,1986-87,LAL,78,"2,441.0",1.00,0.50,1.50,6.31
Joe Dumars,1986-87,DET,79,"2,439.0",0.02,-0.53,-0.51,3.07
Artis Gilmore,1986-87,SAS,82,"2,405.0",-0.39,0.84,0.45,4.58
Jim Petersen,1986-87,HOU,82,"2,403.0",-1.59,0.67,-0.92,2.33
Chris Mullin,1986-87,GSW,82,"2,377.0",1.79,-0.23,1.56,6.26
Larry Smith,1986-87,GSW,80,"2,374.0",-1.01,2.51,1.50,6.16
Steve Johnson,1986-87,POR,79,"2,345.0",-0.87,-0.39,-1.26,1.82
Tony Brown,1986-87,NJN,77,"2,339.0",-1.37,-0.50,-1.87,0.82
Alton Lister,1986-87,SEA,75,"2,288.0",-1.45,2.70,1.25,5.54
Dave Corzine,1986-87,CHI,82,"2,287.0",-1.42,0.34,-1.08,2.01
Mike Gminski,1986-87,NJN,72,"2,272.0",0.42,0.77,1.19,5.46
John Long,1986-87,IND,80,"2,265.0",-0.89,-1.21,-2.10,0.39
Michael Cooper,1986-87,LAL,82,"2,253.0",1.28,-0.64,0.64,4.56
Ed Pinckney,1986-87,PHO,80,"2,250.0",0.34,1.62,1.97,6.54
A.C. Green,1986-87,LAL,79,"2,240.0",0.04,2.06,2.11,6.67
Benoit Benjamin,1986-87,LAC,72,"2,230.0",-2.64,2.48,-0.16,3.34
Patrick Ewing,1986-87,NYK,63,"2,206.0",-0.35,1.99,1.64,5.97
John Bagley,1986-87,CLE,72,"2,182.0",-0.11,-0.18,-0.28,3.07
LaSalle Thompson,1986-87,SAC,82,"2,166.0",-0.78,2.51,1.74,5.95
Vinnie Johnson,1986-87,DET,78,"2,166.0",0.45,-1.86,-1.41,1.41
Wayman Tisdale,1986-87,IND,81,"2,159.0",-0.13,-1.11,-1.24,1.63
Thurl Bailey,1986-87,UTA,81,"2,155.0",-2.13,-1.62,-3.75,-2.09
Terry Catledge,1986-87,WSB,78,"2,149.0",-0.91,-0.90,-1.82,0.78
Craig Hodges,1986-87,MIL,78,"2,147.0",0.43,-1.50,-1.06,1.90
Mike Woodson,1986-87,LAC,74,"2,126.0",-0.19,-1.82,-2.00,0.52
Rickey Green,1986-87,UTA,81,"2,090.0",2.18,0.89,3.07,7.79
Jerome Kersey,1986-87,POR,82,"2,088.0",0.41,1.84,2.25,6.43
Phil Hubbard,1986-87,CLE,68,"2,083.0",-0.88,0.24,-0.64,2.42
Paul Pressey,1986-87,MIL,61,"2,057.0",1.37,2.07,3.44,8.01
Randy Wittman,1986-87,ATL,71,"2,049.0",0.43,-1.83,-1.40,1.37
Gerald Henderson,1986-87,TOT,148,"2,045.0",1.10,-0.14,0.96,4.60
Darrell Walker,1986-87,DEN,81,"2,020.0",-0.28,-0.48,-0.75,2.23
Bill Hanzlik,1986-87,DEN,73,"1,990.0",0.13,-1.05,-0.92,1.98
Bill Cartwright,1986-87,NYK,58,"1,989.0",1.42,-0.29,1.14,4.71
Earl Cureton,1986-87,TOT,156,"1,973.0",-1.75,0.23,-1.52,1.15
Nate McMillan,1986-87,SEA,71,"1,972.0",1.23,2.73,3.95,8.20
Cedric Maxwell,1986-87,TOT,162,"1,968.0",0.82,-0.65,0.17,3.38
Rory Sparrow,1986-87,NYK,80,"1,951.0",-0.47,-2.06,-2.53,-0.17
T.R. Dunn,1986-87,DEN,81,"1,932.0",-2.04,1.14,-0.91,1.94
Terry Tyler,1986-87,SAC,82,"1,930.0",-0.92,0.29,-0.62,2.30
Julius Erving,1986-87,PHI,60,"1,918.0",0.11,0.63,0.74,4.03
Mychal Thompson,1986-87,TOT,164,"1,890.0",-1.92,-1.12,-3.04,-0.73
Kelly Tripucka,1986-87,UTA,79,"1,865.0",-0.43,-0.19,-0.63,2.17
John Stockton,1986-87,UTA,82,"1,858.0",3.71,2.69,6.40,10.84
Cliff Levingston,1986-87,ATL,82,"1,848.0",-0.66,1.26,0.60,3.71
Darrell Griffith,1986-87,UTA,76,"1,843.0",-0.23,-1.74,-1.98,0.42
Gene Banks,1986-87,CHI,63,"1,822.0",-0.58,-0.63,-1.21,1.44
Ennis Whatley,1986-87,WSB,73,"1,816.0",1.12,0.67,1.79,5.13
Jim Paxson,1986-87,POR,72,"1,798.0",0.42,-2.11,-1.69,0.88
Sidney Green,1986-87,DET,80,"1,792.0",-2.14,1.67,-0.48,2.29
John Williams,1986-87,WSB,78,"1,773.0",-0.17,0.88,0.71,3.71
Jon Sundvold,1986-87,SAS,76,"1,765.0",1.76,-3.10,-1.35,1.24
Tree Rollins,1986-87,ATL,75,"1,764.0",-1.57,4.17,2.61,5.87
Darnell Valentine,1986-87,LAC,65,"1,759.0",0.54,-0.09,0.45,3.36
Brad Sellers,1986-87,CHI,80,"1,751.0",-1.45,0.14,-1.31,1.26
Leon Wood,1986-87,NJN,76,"1,733.0",0.87,-1.89,-1.02,1.59
Kenny Walker,1986-87,NYK,68,"1,719.0",-0.28,1.26,0.98,3.89
Detlef Schrempf,1986-87,DAL,81,"1,711.0",0.02,-1.61,-1.59,0.97
Trent Tucker,1986-87,NYK,70,"1,691.0",1.70,-0.17,1.53,4.45
Alvan Adams,1986-87,PHO,68,"1,690.0",-0.39,-0.24,-0.62,2.01
Jon Koncak,1986-87,ATL,82,"1,684.0",-2.39,1.87,-0.52,2.11
Johnny Dawkins,1986-87,SAS,81,"1,682.0",-0.03,-2.61,-2.64,-0.26
Derek Smith,1986-87,SAC,52,"1,658.0",-0.30,-1.42,-1.72,0.79
Joe Kleine,1986-87,SAC,79,"1,658.0",-1.55,-0.27,-1.82,0.68
Mike Sanders,1986-87,PHO,82,"1,655.0",-0.42,-1.51,-1.93,0.53
Terry Teagle,1986-87,GSW,82,"1,650.0",-1.32,-2.80,-4.12,-1.76
David Wingate,1986-87,PHI,77,"1,612.0",-1.64,-1.43,-3.06,-0.69
Charles Jones,1986-87,WSB,79,"1,609.0",-2.31,5.53,3.21,6.07
Pearl Washington,1986-87,NJN,72,"1,600.0",-0.91,-0.39,-1.30,1.17
Dirk Minniefield,1986-87,TOT,148,"1,600.0",-0.97,-0.35,-1.32,1.12
Walter Berry,1986-87,TOT,126,"1,586.0",-0.33,-1.53,-1.86,0.57
Cliff Robinson,1986-87,PHI,55,"1,586.0",-1.29,-0.75,-2.03,0.39
Brad Davis,1986-87,DAL,82,"1,582.0",1.67,-1.47,0.21,2.75
Greg Ballard,1986-87,GSW,82,"1,579.0",-1.55,-1.27,-2.83,-0.39
Caldwell Jones,1986-87,POR,78,"1,578.0",-3.10,1.47,-1.64,0.83
Mike Evans,1986-87,DEN,81,"1,567.0",0.26,-2.37,-2.11,0.33
Jerry Sichting,1986-87,BOS,78,"1,566.0",-1.36,-2.21,-3.56,-1.11
Larry Drew,1986-87,LAC,60,"1,566.0",-0.45,-3.42,-3.86,-1.53
Wayne Cooper,1986-87,DEN,69,"1,561.0",-2.74,2.04,-0.70,1.78
Jeff Hornacek,1986-87,PHO,80,"1,561.0",-1.05,-1.43,-2.48,-0.05
Danny Schayes,1986-87,DEN,76,"1,556.0",-0.57,0.67,0.09,2.59
Manute Bol,1986-87,WSB,82,"1,552.0",-3.72,6.76,3.04,5.68
Rory White,1986-87,LAC,68,"1,545.0",-1.54,-1.71,-3.25,-0.90
Kurt Rambis,1986-87,LAL,78,"1,514.0",-2.18,1.45,-0.73,1.71
Rod Higgins,1986-87,GSW,73,"1,497.0",0.62,-1.11,-0.50,1.91
Danny Young,1986-87,SEA,73,"1,482.0",1.55,-0.72,0.83,3.19
Randy Breuer,1986-87,MIL,76,"1,467.0",-2.63,0.86,-1.77,0.61
John Salley,1986-87,DET,82,"1,463.0",-1.52,3.65,2.13,4.44
Bob Hansen,1986-87,UTA,72,"1,453.0",-0.51,-0.46,-0.97,1.35
Sedale Threatt,1986-87,TOT,136,"1,446.0",0.27,-0.85,-0.58,1.78
Kenny Carr,1986-87,POR,49,"1,443.0",-1.44,0.31,-1.13,1.24
Louis Orr,1986-87,NYK,65,"1,440.0",-1.65,-1.03,-2.68,-0.27
Blair Rasmussen,1986-87,DEN,74,"1,421.0",-1.05,0.14,-0.91,1.43
Mike McGee,1986-87,ATL,76,"1,420.0",1.51,-2.22,-0.71,1.60
Darwin Cook,1986-87,WSB,82,"1,420.0",-1.48,-0.95,-2.42,-0.06
Roy Tarpley,1986-87,DAL,75,"1,405.0",-2.42,1.97,-0.45,1.85
Clint Richardson,1986-87,IND,78,"1,396.0",-0.61,-1.40,-2.01,0.33
Jay Vincent,1986-87,WSB,51,"1,386.0",-1.05,-2.33,-3.38,-0.93
John Lucas,1986-87,MIL,43,"1,358.0",3.60,0.27,3.87,5.66
Mark West,1986-87,CLE,78,"1,333.0",-2.46,1.03,-1.43,0.82
Ralph Sampson,1986-87,HOU,43,"1,326.0",-1.37,1.01,-0.36,1.80
Steve Colter,1986-87,TOT,140,"1,322.0",-0.53,-0.95,-1.48,0.81
Michael Adams,1986-87,WSB,63,"1,303.0",1.35,-0.29,1.06,3.03
Albert King,1986-87,NJN,61,"1,291.0",-2.69,-1.89,-4.58,-1.80
Ben McDonald,1986-87,GSW,63,"1,284.0",-2.39,-1.19,-3.57,-0.92
Rick Mahorn,1986-87,DET,63,"1,278.0",-2.61,1.51,-1.09,1.10
Kyle Macy,1986-87,IND,76,"1,250.0",-0.06,-0.03,-0.09,1.93
Johnny Moore,1986-87,SAS,55,"1,234.0",0.02,-0.66,-0.64,1.45
Mark Price,1986-87,CLE,67,"1,217.0",-0.99,-2.37,-3.36,-0.85
Allen Leavell,1986-87,HOU,53,"1,175.0",0.47,-0.40,0.07,1.94
Steve Harris,1986-87,HOU,74,"1,174.0",-1.99,-2.20,-4.19,-1.41
Tyrone Corbin,1986-87,TOT,126,"1,170.0",-2.10,-0.38,-2.48,-0.08
Dennis Rodman,1986-87,DET,77,"1,155.0",-1.34,0.94,-0.40,1.54
Lancaster Gordon,1986-87,LAC,70,"1,130.0",-2.71,-2.46,-5.17,-2.03
Maurice Lucas,1986-87,SEA,63,"1,120.0",-0.80,-0.63,-1.42,0.75
Mark Alarie,1986-87,DEN,64,"1,110.0",-1.36,-1.52,-2.87,-0.31
Kenny Gattison,1986-87,PHO,77,"1,104.0",-3.36,-0.59,-3.96,-1.08
Kurt Nimphius,1986-87,TOT,132,"1,088.0",-2.79,-0.40,-3.19,-0.58
Fred Roberts,1986-87,BOS,73,"1,079.0",-2.55,-1.68,-4.23,-1.21
Andrew Toney,1986-87,PHI,52,"1,058.0",0.07,-4.29,-4.22,-1.23
Pat Cummings,1986-87,NYK,49,"1,056.0",-3.18,-1.72,-4.90,-1.68
Clemon Johnson,1986-87,SEA,78,"1,051.0",-1.92,0.79,-1.14,0.90
Ben Coleman,1986-87,NJN,68,"1,029.0",-1.09,0.29,-0.80,1.10
Larry Krystkowiak,1986-87,SAS,68,"1,004.0",-1.23,-1.44,-2.67,-0.17
Jeff Turner,1986-87,NJN,76,"1,003.0",-2.73,-0.68,-3.41,-0.66
Mark Olberding,1986-87,SAC,76,"1,002.0",-1.40,-0.73,-2.14,0.21
Sidney Moncrief,1986-87,MIL,39,992.0,1.18,-0.76,0.42,1.87
Ed Nealy,1986-87,SAS,60,980.0,-1.08,1.45,0.37,1.81
William Bedford,1986-87,PHO,50,979.0,-5.44,-1.17,-6.61,-2.51
Chris McNealy,1986-87,NYK,59,972.0,-2.90,0.16,-2.74,-0.22
Jerry Reynolds,1986-87,MIL,58,963.0,-2.47,0.39,-2.09,0.19
Purvis Short,1986-87,GSW,34,950.0,1.42,-1.79,-0.37,1.29
Kevin McKenna,1986-87,NJN,56,942.0,1.26,-0.17,1.10,2.21
Jerome Whitehead,1986-87,GSW,73,937.0,-2.46,-1.10,-3.56,-0.67
Tim Kempton,1986-87,LAC,66,936.0,-1.44,0.30,-1.14,0.77
Elston Turner,1986-87,CHI,70,936.0,-1.39,-0.99,-2.38,0.01
Quintin Dailey,1986-87,LAC,49,924.0,-2.20,-2.83,-5.03,-1.58
Mike Mitchell,1986-87,SAS,40,922.0,-2.14,-3.55,-5.69,-1.90
Harold Pressley,1986-87,SAC,67,913.0,-1.61,0.06,-1.56,0.53
Dudley Bradley,1986-87,MIL,68,900.0,-1.40,3.75,2.35,2.86
Kent Benson,1986-87,UTA,73,895.0,-2.46,1.11,-1.36,0.59
Craig Ehlo,1986-87,CLE,44,890.0,-1.58,1.03,-0.54,1.09
Kenny Fields,1986-87,TOT,96,883.0,-1.44,-1.32,-2.76,-0.23
Kevin Duckworth,1986-87,TOT,130,875.0,-3.40,-0.90,-4.29,-1.01
Keith Lee,1986-87,CLE,67,870.0,-2.52,0.32,-2.20,0.07
Anthony Jones,1986-87,TOT,130,858.0,-1.96,-0.88,-2.84,-0.24
Marc Iavaroni,1986-87,UTA,78,845.0,-3.26,-1.01,-4.27,-1.10
Grant Gondrezick,1986-87,PHO,64,836.0,-1.71,-2.30,-4.01,-0.85
Mike Brown,1986-87,CHI,62,818.0,-2.77,-0.91,-3.68,-0.68
Danny Vranes,1986-87,PHI,58,817.0,-2.96,1.28,-1.68,0.39
John Battle,1986-87,ATL,64,804.0,0.03,-2.29,-2.26,0.08
Melvin Turpin,1986-87,CLE,64,801.0,-2.71,-1.05,-3.75,-0.77
Ray Williams,1986-87,NJN,32,800.0,-0.93,-1.28,-2.21,0.10
Othell Wilson,1986-87,SAC,53,789.0,-0.32,-0.73,-1.05,0.72
Mitchell Wiggins,1986-87,HOU,32,788.0,-1.51,-0.19,-1.69,0.35
Jawann Oldham,1986-87,NYK,44,776.0,-4.60,2.46,-2.14,0.13
Billy Thompson,1986-87,LAL,59,762.0,-1.77,-0.40,-2.17,0.14
Carey Scurry,1986-87,UTA,69,753.0,0.05,4.59,4.64,3.58
Greg Kite,1986-87,BOS,74,745.0,-4.77,2.44,-2.34,0.05
Darren Daye,1986-87,TOT,124,731.0,-2.97,-1.18,-4.15,-0.79
Ron Anderson,1986-87,IND,63,721.0,-0.86,-1.16,-2.02,0.17
Rafael Addison,1986-87,PHO,62,711.0,-1.74,-2.41,-4.15,-0.78
Kevin Williams,1986-87,SEA,65,703.0,-2.29,-0.86,-3.15,-0.31
Perry Moss,1986-87,GSW,64,698.0,-1.97,-0.68,-2.65,-0.09
Antoine Carr,1986-87,ATL,65,695.0,-0.27,1.61,1.34,1.74
Lewis Lloyd,1986-87,HOU,32,688.0,1.09,-2.53,-1.43,0.43
Dan Roundfield,1986-87,WSB,36,669.0,-3.01,-1.69,-4.70,-1.01
Brook Steppe,1986-87,SAC,34,665.0,-0.76,-2.66,-3.41,-0.41
Al Wood,1986-87,DAL,54,657.0,-1.23,-2.14,-3.37,-0.37
Nick Vanos,1986-87,PHO,57,640.0,-4.01,0.60,-3.41,-0.41
Dell Curry,1986-87,UTA,67,636.0,-1.67,-2.12,-3.79,-0.63
Johnny Newman,1986-87,CLE,59,630.0,-2.80,-2.51,-5.31,-1.23
Paul Mokeski,1986-87,MIL,62,626.0,-3.02,1.03,-1.98,0.17
Ben Poquette,1986-87,TOT,116,604.0,-0.90,0.93,0.03,0.98
Russ Schoene,1986-87,SEA,63,579.0,-4.78,-1.36,-6.14,-1.30
Bill Wennington,1986-87,DAL,58,560.0,-3.85,-1.12,-4.97,-0.86
James Bailey,1986-87,NJN,34,542.0,-2.88,-0.55,-3.43,-0.36
