Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Jodie Meeks,2016-17,ORL,36,738.1,0.42,-1.61,-1.18,0.58
Tomas Satoransky,2016-17,WAS,57,719.4,-3.21,-0.31,-3.52,-0.56
Anthony Morrow,2016-17,TOT,49,714.2,-0.81,-2.57,-3.38,-0.45
Alan Williams,2016-17,PHO,47,707.8,0.03,2.19,2.22,2.15
Trey Burke,2016-17,WAS,57,703.2,-3.26,-3.20,-6.46,-1.81
Rodney Stuckey,2016-17,IND,39,696.3,-2.40,-2.13,-4.53,-0.98
Kris Humphries,2016-17,ATL,56,689.1,-2.34,0.98,-1.36,0.42
Roy Hibbert,2016-17,TOT,48,682.4,-2.45,0.77,-1.68,0.29
Chandler Parsons,2016-17,MEM,34,675.1,-1.81,-0.58,-2.38,-0.02
Alec Burks,2016-17,UTA,42,653.0,-1.64,-1.66,-3.30,-0.41
Omri Casspi,2016-17,TOT,36,642.1,-1.61,-0.31,-1.93,0.20
Darrell Arthur,2016-17,DEN,41,638.8,-0.59,0.06,-0.53,0.78
Jakob Poeltl,2016-17,TOR,54,626.2,-2.96,2.12,-0.84,0.62
Justise Winslow,2016-17,MIA,18,625.6,-3.16,0.57,-2.60,-0.13
Skal Labissiere,2016-17,SAC,33,612.3,-1.02,0.00,-1.02,0.54
Ivica Zubac,2016-17,LAL,38,609.0,-0.97,-0.32,-1.29,0.44
Isaiah Canaan,2016-17,CHI,39,592.6,-1.98,-1.72,-3.70,-0.53
Tyler Ennis,2016-17,TOT,53,588.2,-0.77,0.81,0.04,0.97
Alexis Ajinca,2016-17,NOP,39,584.4,-2.84,0.15,-2.69,-0.15
Andrew Bogut,2016-17,DAL,26,582.2,-4.66,4.07,-0.59,0.66
Brandon Bass,2016-17,LAC,52,577.7,-1.05,-3.39,-4.43,-0.72
Marcus Thornton,2016-17,WAS,33,574.7,-2.71,-3.10,-5.82,-1.21
Dragan Bender,2016-17,PHO,43,573.6,-2.47,-0.13,-2.60,-0.09
Thon Maker,2016-17,MIL,57,561.9,-0.51,0.98,0.47,1.06
Beno Udrih,2016-17,DET,39,560.5,0.28,0.74,1.02,1.28
Thomas Robinson,2016-17,LAL,48,560.1,-1.53,0.56,-0.97,0.52
Kevin Seraphin,2016-17,IND,49,559.5,-2.58,-1.64,-4.22,-0.67
Jarell Martin,2016-17,MEM,42,558.6,-4.22,1.08,-3.15,-0.36
Quincy Acy,2016-17,TOT,38,558.0,-0.01,0.45,0.44,1.04
Troy Williams,2016-17,TOT,30,556.6,-2.99,-0.16,-3.14,-0.31
Ian Mahinmi,2016-17,WAS,31,554.5,-2.71,1.97,-0.74,0.59
Derrick Jones,2016-17,PHO,32,545.6,-0.42,0.64,0.23,0.93
Jose Calderon,2016-17,TOT,41,538.8,-2.07,-0.46,-2.53,-0.09
Gerald Green,2016-17,BOS,47,538.4,-0.93,-1.53,-2.47,-0.03
Cole Aldrich,2016-17,MIN,62,530.7,-1.98,2.09,0.11,0.87
Tyler Zeller,2016-17,BOS,51,524.9,-2.82,0.01,-2.80,-0.15
Nicolas Brussino,2016-17,DAL,54,521.3,-1.20,-1.34,-2.54,-0.06
Shabazz Napier,2016-17,POR,53,512.3,-0.06,-0.30,-0.36,0.68
K.J. McDaniels,2016-17,TOT,49,505.5,-1.45,-0.41,-1.86,0.18
Miles Plumlee,2016-17,TOT,45,484.6,-3.10,-0.03,-3.13,-0.26
Omer Asik,2016-17,NOP,31,482.7,-3.18,0.97,-2.21,0.02
Donatas Motiejunas,2016-17,NOP,34,479.6,-2.53,-1.74,-4.28,-0.57
Okaro White,2016-17,MIA,35,470.8,-1.42,-0.49,-1.91,0.15
Reggie Bullock,2016-17,DET,31,466.8,-0.02,1.53,1.50,1.21
Cameron Payne,2016-17,TOT,31,461.9,-2.54,-1.34,-3.88,-0.49
Luis Scola,2016-17,BRK,36,461.3,-0.85,-0.90,-1.74,0.19
Rashad Vaughn,2016-17,MIL,41,458.7,-2.87,-0.56,-3.43,-0.34
James Michael McAdoo,2016-17,GSW,52,457.2,-4.46,0.29,-4.18,-0.56
Kevon Looney,2016-17,GSW,53,447.4,-3.53,0.09,-3.44,-0.33
Brandan Wright,2016-17,MEM,28,447.0,-0.01,0.20,0.20,0.76
Delon Wright,2016-17,TOR,27,446.4,-0.94,2.31,1.37,1.12
Jordan Crawford,2016-17,NOP,19,442.4,2.66,-3.61,-0.96,0.42
Jeff Withey,2016-17,UTA,51,432.7,-0.88,0.92,0.04,0.69
Brian Roberts,2016-17,CHO,41,416.3,-2.86,-1.99,-4.84,-0.70
Sasha Vujacic,2016-17,NYK,42,408.6,-1.58,0.73,-0.85,0.40
Wade Baldwin,2016-17,MEM,33,405.0,-5.41,-1.76,-7.17,-1.26
David Nwaba,2016-17,LAL,20,397.2,-1.07,1.85,0.79,0.84
Toney Douglas,2016-17,MEM,24,393.8,-1.00,-0.19,-1.19,0.31
Kyle Singler,2016-17,OKC,32,385.3,-2.59,-0.67,-3.26,-0.25
Kay Felder,2016-17,CLE,42,385.1,-3.70,-0.66,-4.36,-0.52
Jordan McRae,2016-17,CLE,37,383.8,-2.73,-2.45,-5.17,-0.66
Darrun Hilliard,2016-17,DET,39,381.3,-2.71,-0.22,-2.93,-0.17
Josh McRoberts,2016-17,MIA,22,381.1,-2.63,-1.34,-3.97,-0.40
James Jones,2016-17,CLE,48,380.5,-2.09,-1.39,-3.48,-0.28
DeAndre' Bembry,2016-17,ATL,38,370.9,-2.45,-0.44,-2.89,-0.15
Lance Stephenson,2016-17,TOT,18,361.5,-1.25,-0.38,-1.64,0.15
Georgios Papagiannis,2016-17,SAC,22,355.5,-2.18,-0.59,-2.77,-0.09
Raul Neto,2016-17,UTA,40,346.3,-0.61,1.31,0.70,0.71
Andrew Nicholson,2016-17,TOT,38,342.2,-2.75,-0.89,-3.64,-0.29
Maurice Ndour,2016-17,NYK,32,331.3,-2.01,1.35,-0.66,0.37
Dejounte Murray,2016-17,SAS,38,321.3,-3.14,-1.53,-4.67,-0.49
Pat Connaughton,2016-17,POR,39,315.6,-1.34,-0.99,-2.33,0.00
Damjan Rudez,2016-17,ORL,45,313.5,-2.16,-1.62,-3.78,-0.30
Alan Anderson,2016-17,LAC,30,308.2,-2.62,-3.46,-6.09,-0.68
Chasson Randle,2016-17,TOT,26,299.1,-0.20,-0.53,-0.72,0.33
Fred VanVleet,2016-17,TOR,37,293.9,-1.83,1.93,0.10,0.48
Boban Marjanovic,2016-17,DET,35,293.0,1.66,1.97,3.63,1.17
Sheldon Mac,2016-17,WAS,30,286.8,-2.71,-0.80,-3.51,-0.24
Bryn Forbes,2016-17,SAS,36,284.9,-3.19,-2.02,-5.21,-0.56
Paul Pierce,2016-17,LAC,25,277.2,-2.23,-0.99,-3.22,-0.15
Anthony Bennett,2016-17,BRK,23,264.2,0.22,-1.68,-1.47,0.17
Jake Layman,2016-17,POR,35,248.9,-2.80,0.24,-2.56,-0.05
Deyonta Davis,2016-17,MEM,36,238.2,-2.39,0.58,-1.81,0.07
Marcelo Huertas,2016-17,LAL,23,236.6,-1.39,-0.45,-1.84,0.08
Wayne Selden,2016-17,TOT,14,236.0,-1.51,-1.12,-2.63,-0.05
Shawn Long,2016-17,PHI,18,233.6,1.38,0.18,1.56,0.60
Jonathan Gibson,2016-17,DAL,17,231.6,-1.78,-2.00,-3.78,-0.22
Rakeem Christmas,2016-17,IND,29,227.1,-2.29,-0.79,-3.08,-0.11
James Young,2016-17,BOS,29,220.4,-1.91,-0.13,-2.05,0.04
Archie Goodwin,2016-17,TOT,15,213.9,-0.42,-0.35,-0.78,0.22
Briante Weber,2016-17,TOT,20,204.7,-1.57,-1.08,-2.65,-0.03
Cheick Diallo,2016-17,NOP,17,198.7,-1.30,-1.18,-2.49,-0.01
Malachi Richardson,2016-17,SAC,22,197.8,-1.00,0.03,-0.97,0.18
Mike Scott,2016-17,ATL,18,195.0,-2.03,-0.06,-2.09,0.02
Treveon Graham,2016-17,CHO,27,189.1,-1.83,-0.78,-2.61,-0.05
Quinn Cook,2016-17,TOT,14,187.5,-0.66,-1.01,-1.67,0.09
Nicolas Laprovittola,2016-17,SAS,18,173.9,-1.90,-0.84,-2.74,-0.06
Marshall Plumlee,2016-17,NYK,21,170.1,-0.90,-0.36,-1.25,0.13
Malik Beasley,2016-17,DEN,22,164.9,-0.61,0.40,-0.21,0.23
A.J. Hammons,2016-17,DAL,22,163.7,-1.41,-0.06,-1.47,0.09
Metta World Peace,2016-17,LAL,25,160.2,-1.26,0.43,-0.84,0.16
Anthony Brown,2016-17,TOT,11,159.0,-1.34,-0.58,-1.92,0.04
Alex Poythress,2016-17,PHI,6,156.8,-0.08,-0.90,-0.98,0.15
Mike Miller,2016-17,DEN,20,150.6,-1.21,-0.01,-1.22,0.11
Henry Ellenson,2016-17,DET,19,146.2,-0.88,0.08,-0.80,0.15
Jordan Mickey,2016-17,BOS,25,141.0,-2.16,-0.53,-2.69,-0.03
Adreian Payne,2016-17,MIN,18,135.3,-1.05,0.17,-0.88,0.13
Joe Young,2016-17,IND,33,135.2,-1.60,-0.99,-2.59,-0.03
Ronnie Price,2016-17,PHO,14,134.2,-0.74,0.18,-0.56,0.16
Udonis Haslem,2016-17,MIA,16,130.2,-1.66,-0.50,-2.17,0.00
Nick Collison,2016-17,OKC,20,128.4,-1.10,-0.79,-1.89,0.03
Norris Cole,2016-17,OKC,13,124.9,-1.12,-0.78,-1.90,0.03
Bobby Brown,2016-17,HOU,25,123.3,-1.60,-1.53,-3.14,-0.05
Joel Anthony,2016-17,SAS,19,122.0,-1.54,-0.12,-1.66,0.05
Jared Sullinger,2016-17,TOR,11,117.9,-1.46,0.09,-1.38,0.07
Jarrod Uthoff,2016-17,DAL,9,114.8,-0.88,-0.83,-1.71,0.05
Chris Andersen,2016-17,CLE,12,113.8,-1.62,-0.10,-1.72,0.05
Ryan Kelly,2016-17,ATL,16,110.5,-1.09,0.35,-0.74,0.11
Stephen Zimmerman,2016-17,ORL,19,107.8,-1.22,-0.51,-1.73,0.04
C.J. Wilcox,2016-17,ORL,22,107.7,-1.20,-0.68,-1.88,0.03
Christian Wood,2016-17,CHO,13,107.6,-1.38,-0.52,-1.90,0.03
Gary Payton,2016-17,MIL,6,99.2,-1.53,-0.56,-2.09,0.01
Georges Niang,2016-17,IND,23,93.1,-1.36,-0.75,-2.12,0.02
Anderson Varejao,2016-17,GSW,14,91.9,-2.48,-1.22,-3.71,-0.08
Alonzo Gee,2016-17,DEN,13,89.5,-1.13,0.18,-0.96,0.08
Damian Jones,2016-17,GSW,10,85.4,-2.73,-1.22,-3.96,-0.10
Johnny O'Bryant,2016-17,TOT,11,80.7,-1.02,-0.37,-1.39,0.05
Chris McCullough,2016-17,TOT,16,80.5,-0.36,0.05,-0.32,0.11
Tim Quarterman,2016-17,POR,16,80.0,-1.18,-0.09,-1.26,0.05
Reggie Williams,2016-17,NOP,6,79.5,-1.05,-0.70,-1.75,0.03
Tiago Splitter,2016-17,PHI,8,76.0,-0.32,-0.26,-0.58,0.09
Daniel Ochefu,2016-17,WAS,19,74.9,-1.64,-0.97,-2.61,-0.01
Pierre Jackson,2016-17,DAL,8,74.8,-0.42,0.01,-0.41,0.10
Jerryd Bayless,2016-17,PHI,3,71.5,-0.63,-0.37,-1.00,0.06
Jarell Eddie,2016-17,PHO,5,62.1,-0.43,0.07,-0.36,0.08
Joel Bolomboy,2016-17,UTA,12,52.5,-0.59,-0.29,-0.88,0.05
Isaiah Taylor,2016-17,HOU,4,52.0,-1.71,-0.80,-2.51,0.00
Chinanu Onuaku,2016-17,HOU,5,51.6,-1.68,-0.93,-2.61,0.00
Axel Toupane,2016-17,TOT,4,47.5,-0.89,-0.58,-1.46,0.03
Marcus Georges-Hunt,2016-17,ORL,5,47.5,-0.80,-0.37,-1.18,0.04
Jordan Hill,2016-17,MIN,7,46.7,-0.95,-0.18,-1.13,0.04
Kyle Wiltjer,2016-17,HOU,14,43.9,-1.82,-0.74,-2.56,-0.01
Patricio Garino,2016-17,ORL,5,43.1,-0.86,-0.41,-1.27,0.03
Lamar Patterson,2016-17,ATL,5,40.8,-0.76,0.19,-0.57,0.05
Bruno Caboclo,2016-17,TOR,9,40.5,-0.69,0.13,-0.57,0.05
Greivis Vasquez,2016-17,BRK,3,38.6,-0.58,-0.14,-0.72,0.04
Jordan Farmar,2016-17,SAC,2,35.4,-0.49,-0.07,-0.56,0.04
Jarrett Jack,2016-17,NOP,2,33.1,-0.92,-0.59,-1.51,0.02
Michael Gbinije,2016-17,DET,9,31.6,-0.30,0.33,0.03,0.05
Justin Harper,2016-17,PHI,3,31.3,-0.39,-0.22,-0.61,0.04
Josh Huestis,2016-17,OKC,2,30.9,-0.53,-0.73,-1.26,0.02
Arinze Onuaku,2016-17,ORL,8,28.3,-0.77,-0.39,-1.16,0.02
Edy Tavares,2016-17,TOT,2,27.6,-1.32,-0.19,-1.51,0.02
Mike Tobey,2016-17,CHO,2,25.0,-1.29,-0.62,-1.91,0.00
Manny Harris,2016-17,DAL,4,24.8,-0.67,-0.38,-1.05,0.02
Diamond Stone,2016-17,LAC,7,24.3,-1.28,-0.65,-1.94,0.00
Elijah Millsap,2016-17,PHO,2,23.1,-0.33,0.01,-0.32,0.03
Steve Novak,2016-17,MIL,8,22.1,-0.81,-0.39,-1.20,0.02
Gary Neal,2016-17,ATL,2,18.3,-0.70,0.09,-0.61,0.02
Demetrius Jackson,2016-17,BOS,5,17.0,-1.35,-0.23,-1.58,0.01
Aaron Harrison,2016-17,CHO,5,16.6,-1.21,-0.69,-1.90,0.00
John Jenkins,2016-17,PHO,4,12.9,-0.24,-0.02,-0.26,0.02
Larry Sanders,2016-17,CLE,5,12.7,-1.42,-0.27,-1.69,0.01
Dahntay Jones,2016-17,CLE,1,12.0,-1.40,-0.27,-1.66,0.01
John Lucas III,2016-17,MIN,5,10.7,-0.83,-0.19,-1.02,0.01
Ben Bentil,2016-17,DAL,3,9.9,-0.59,-0.30,-0.90,0.01
R.J. Hunter,2016-17,CHI,3,9.2,-0.47,-0.26,-0.73,0.01
Brice Johnson,2016-17,LAC,3,9.2,-1.09,-0.55,-1.65,0.00
Jarnell Stokes,2016-17,DEN,2,6.7,-0.84,0.02,-0.81,0.01
James Harden,2015-16,HOU,82,"3,124.0",5.11,-0.92,4.19,13.46
Gordon Hayward,2015-16,UTA,80,"2,892.6",1.80,-0.34,1.46,7.44
Kemba Walker,2015-16,CHO,81,"2,885.7",3.03,0.43,3.46,11.28
Trevor Ariza,2015-16,HOU,81,"2,859.1",1.75,-1.23,0.51,5.45
Marcus Morris,2015-16,DET,80,"2,855.1",0.56,0.58,1.14,6.70
Khris Middleton,2015-16,MIL,79,"2,852.2",2.33,0.50,2.83,9.92
Kyle Lowry,2015-16,TOR,77,"2,851.2",4.06,1.55,5.61,14.89
Andrew Wiggins,2015-16,MIN,81,"2,845.9",0.86,-0.32,0.54,5.49
Giannis Antetokounmpo,2015-16,MIL,80,"2,823.5",1.09,0.15,1.24,6.81
Paul George,2015-16,IND,81,"2,818.6",2.35,0.61,2.96,10.16
Draymond Green,2015-16,GSW,81,"2,807.2",4.40,5.23,9.62,20.43
DeMar DeRozan,2015-16,TOR,78,"2,804.0",1.78,-1.71,0.07,4.52
Kentavious Caldwell-Pope,2015-16,DET,76,"2,790.5",0.94,0.44,1.38,7.01
John Wall,2015-16,WAS,77,"2,783.3",1.49,1.09,2.59,9.30
C.J. McCollum,2015-16,POR,80,"2,779.1",1.59,0.68,2.27,8.61
Russell Westbrook,2015-16,OKC,80,"2,749.2",5.55,1.45,7.00,16.35
Monta Ellis,2015-16,IND,81,"2,734.0",-0.39,0.77,0.38,5.00
LeBron James,2015-16,CLE,76,"2,708.8",5.84,1.99,7.83,17.39
Joe Johnson,2015-16,TOT,81,"2,703.0",0.40,-0.34,0.06,4.32
Stephen Curry,2015-16,GSW,79,"2,700.0",9.74,2.23,11.97,22.30
Damian Lillard,2015-16,POR,75,"2,676.0",3.95,-3.02,0.93,5.85
Klay Thompson,2015-16,GSW,80,"2,666.8",4.22,-0.20,4.02,11.15
Andre Drummond,2015-16,DET,81,"2,665.3",0.12,3.59,3.71,10.88
Isaiah Thomas,2015-16,BOS,82,"2,644.6",4.01,-1.65,2.36,8.35
Wesley Matthews,2015-16,DAL,78,"2,644.1",2.15,-0.79,1.36,6.54
Paul Millsap,2015-16,ATL,81,"2,639.9",1.10,1.55,2.65,8.94
Al Horford,2015-16,ATL,82,"2,634.2",0.71,2.00,2.72,9.09
Karl-Anthony Towns,2015-16,MIN,82,"2,625.2",1.47,-0.23,1.24,6.29
DeAndre Jordan,2015-16,LAC,77,"2,596.5",2.57,4.23,6.79,15.30
Kevin Durant,2015-16,OKC,72,"2,577.4",6.47,0.30,6.77,14.96
Evan Fournier,2015-16,ORL,79,"2,565.2",0.87,-2.24,-1.37,1.61
Jordan Clarkson,2015-16,LAL,79,"2,552.4",-0.52,-2.69,-3.20,-1.51
Rodney Hood,2015-16,UTA,79,"2,540.6",1.70,-0.51,1.18,6.03
P.J. Tucker,2015-16,PHO,82,"2,540.2",-1.31,1.39,0.07,4.10
Rajon Rondo,2015-16,SAC,72,"2,536.6",0.33,-0.18,0.15,4.23
Avery Bradley,2015-16,BOS,76,"2,535.6",1.66,-1.14,0.52,4.86
Carmelo Anthony,2015-16,NYK,72,"2,528.9",2.71,-0.65,2.06,7.47
George Hill,2015-16,IND,74,"2,523.7",0.27,1.07,1.33,6.30
Tobias Harris,2015-16,TOT,76,"2,513.1",0.25,0.91,1.16,5.95
Serge Ibaka,2015-16,OKC,78,"2,499.9",0.65,1.71,2.36,7.83
Jimmy Butler,2015-16,CHI,67,"2,473.3",2.20,0.77,2.97,8.86
Brook Lopez,2015-16,BRK,73,"2,458.0",0.64,2.82,3.46,9.64
Nicolas Batum,2015-16,CHO,70,"2,447.5",1.25,0.14,1.39,6.16
Gary Harris,2015-16,DEN,76,"2,438.7",0.71,-1.47,-0.76,2.55
Reggie Jackson,2015-16,DET,79,"2,423.7",2.54,-1.40,1.15,5.69
Kevin Love,2015-16,CLE,77,"2,423.1",2.52,1.28,3.79,9.86
Chris Paul,2015-16,LAC,74,"2,419.7",6.33,2.44,8.76,16.75
Jabari Parker,2015-16,MIL,76,"2,407.4",-0.83,-1.18,-2.02,0.45
Thaddeus Young,2015-16,BRK,73,"2,406.6",0.35,1.36,1.71,6.58
Kyle Korver,2015-16,ATL,80,"2,405.5",0.29,1.13,1.42,6.14
Luol Deng,2015-16,MIA,74,"2,393.5",0.48,0.13,0.62,4.76
Kawhi Leonard,2015-16,SAS,72,"2,380.0",3.75,4.32,8.08,16.04
Victor Oladipo,2015-16,ORL,72,"2,379.7",1.03,-0.20,0.83,5.07
Rudy Gay,2015-16,SAC,70,"2,378.4",0.02,0.37,0.39,4.36
Arron Afflalo,2015-16,NYK,71,"2,363.1",-0.29,-2.44,-2.72,-0.66
Goran Dragic,2015-16,MIA,72,"2,362.2",1.14,0.04,1.18,5.61
Dirk Nowitzki,2015-16,DAL,75,"2,362.1",2.59,0.47,3.06,8.52
J.R. Smith,2015-16,CLE,77,"2,361.8",1.94,-0.77,1.17,5.53
Will Barton,2015-16,DEN,82,"2,353.5",0.19,-1.84,-1.66,1.02
Al-Farouq Aminu,2015-16,POR,82,"2,341.4",0.24,-0.06,0.18,3.94
Marvin Williams,2015-16,CHO,81,"2,337.2",2.15,1.12,3.27,8.81
Courtney Lee,2015-16,TOT,79,"2,334.2",-0.02,0.25,0.23,4.02
Ricky Rubio,2015-16,MIN,76,"2,321.8",2.30,2.12,4.43,10.41
Greg Monroe,2015-16,MIL,79,"2,313.7",1.17,-0.87,0.29,4.07
Jae Crowder,2015-16,BOS,73,"2,307.8",1.64,1.04,2.68,7.80
Zach LaVine,2015-16,MIN,82,"2,294.5",-0.29,-3.92,-4.21,-2.79
Pau Gasol,2015-16,CHI,72,"2,291.0",0.32,1.08,1.40,5.78
Julius Randle,2015-16,LAL,81,"2,285.4",-2.14,-2.23,-4.37,-3.06
Dwight Howard,2015-16,HOU,71,"2,278.4",-0.46,2.47,2.01,6.65
Otto Porter,2015-16,WAS,75,"2,275.6",0.46,1.95,2.41,7.34
Evan Turner,2015-16,BOS,81,"2,269.9",-2.20,-0.21,-2.41,-0.24
Tristan Thompson,2015-16,CLE,82,"2,269.8",0.02,1.37,1.39,5.68
LaMarcus Aldridge,2015-16,SAS,74,"2,260.7",1.36,1.17,2.52,7.47
D'Angelo Russell,2015-16,LAL,80,"2,260.1",-1.43,-2.27,-3.70,-2.11
Dwyane Wade,2015-16,MIA,74,"2,257.8",0.49,-1.66,-1.17,1.71
Marcin Gortat,2015-16,WAS,75,"2,255.8",-0.10,1.87,1.77,6.30
Jeff Green,2015-16,TOT,80,"2,253.1",-0.98,-0.73,-1.71,0.91
Jeff Teague,2015-16,ATL,79,"2,246.8",0.32,-1.25,-0.92,2.06
DeMarcus Cousins,2015-16,SAC,65,"2,245.7",1.25,2.96,4.21,9.88
Ish Smith,2015-16,TOT,77,"2,239.5",-0.04,-1.12,-1.16,1.71
Justise Winslow,2015-16,MIA,78,"2,232.8",-2.35,2.03,-0.32,2.98
Gorgui Dieng,2015-16,MIN,82,"2,221.1",0.22,1.32,1.53,5.77
Darren Collison,2015-16,SAC,74,"2,220.4",1.48,-2.64,-1.15,1.73
Robin Lopez,2015-16,NYK,82,"2,213.9",-0.63,0.68,0.05,3.54
Raymond Felton,2015-16,DAL,80,"2,192.4",-0.48,-1.54,-2.02,0.44
Matt Barnes,2015-16,MEM,76,"2,190.8",-0.89,-1.16,-2.05,0.35
Anthony Davis,2015-16,NOP,61,"2,163.9",1.10,1.46,2.56,7.17
Hollis Thompson,2015-16,PHI,77,"2,154.2",-0.52,-2.49,-3.01,-1.07
Dion Waiters,2015-16,OKC,78,"2,153.5",-1.35,-3.37,-4.72,-3.23
Elfrid Payton,2015-16,ORL,73,"2,144.4",-0.94,0.36,-0.57,2.50
Hassan Whiteside,2015-16,MIA,73,"2,126.2",0.50,2.95,3.45,8.31
Jamal Crawford,2015-16,LAC,79,"2,125.5",-0.68,-4.37,-5.04,-3.71
Bojan Bogdanovic,2015-16,BRK,79,"2,115.3",-1.10,-3.99,-5.10,-3.82
Devin Booker,2015-16,PHO,76,"2,108.0",-0.93,-2.70,-3.63,-1.91
Deron Williams,2015-16,DAL,65,"2,106.2",0.15,-0.03,0.12,3.46
Allen Crabbe,2015-16,POR,81,"2,105.5",0.36,-1.66,-1.29,1.46
Derrick Rose,2015-16,CHI,66,"2,097.9",-1.24,-3.06,-4.29,-2.74
Jared Dudley,2015-16,WAS,81,"2,097.1",0.02,0.28,0.30,3.72
J.J. Redick,2015-16,LAC,75,"2,096.4",4.04,0.36,4.40,9.36
Mason Plumlee,2015-16,POR,82,"2,083.3",0.09,0.71,0.80,4.38
Kent Bazemore,2015-16,ATL,75,"2,078.0",-0.73,0.54,-0.19,2.97
Emmanuel Mudiay,2015-16,DEN,68,"2,067.0",-1.67,-0.72,-2.40,-0.15
Jerami Grant,2015-16,PHI,77,"2,064.4",-2.10,0.79,-1.31,1.33
Danny Green,2015-16,SAS,79,"2,059.7",-0.35,3.15,2.80,7.23
Kristaps Porzingis,2015-16,NYK,72,"2,048.3",0.41,2.31,2.72,6.99
Jeremy Lin,2015-16,CHO,78,"2,047.8",-1.65,0.26,-1.39,1.21
Cory Joseph,2015-16,TOR,80,"2,045.4",-0.41,-0.04,-0.45,2.56
Harrison Barnes,2015-16,GSW,66,"2,042.0",-0.69,-1.71,-2.39,-0.06
Patrick Beverley,2015-16,HOU,71,"2,041.1",1.24,1.09,2.34,6.38
Nikola Vucevic,2015-16,ORL,65,"2,035.9",0.20,0.65,0.85,4.37
Langston Galloway,2015-16,NYK,82,"2,034.3",-1.34,0.56,-0.78,2.07
Patrick Patterson,2015-16,TOR,79,"2,019.2",0.71,0.23,0.94,4.44
Jose Calderon,2015-16,NYK,72,"2,018.6",0.85,-0.47,0.38,3.67
Zach Randolph,2015-16,MEM,68,"2,016.0",0.04,-1.44,-1.40,1.22
Steven Adams,2015-16,OKC,80,"2,014.7",-0.36,3.81,3.45,7.81
Ryan Anderson,2015-16,NOP,66,"2,009.4",1.72,-1.38,0.34,3.60
Zaza Pachulia,2015-16,DAL,76,"2,003.8",-1.61,2.29,0.68,4.07
Derrick Favors,2015-16,UTA,62,"1,982.5",0.60,1.24,1.84,5.60
Tony Parker,2015-16,SAS,72,"1,978.9",0.23,0.38,0.61,3.94
Dante Cunningham,2015-16,NOP,80,"1,971.3",-1.55,-0.80,-2.36,-0.10
Isaiah Canaan,2015-16,PHI,77,"1,966.7",-1.23,-2.04,-3.26,-1.38
Nerlens Noel,2015-16,PHI,67,"1,964.2",-2.84,2.18,-0.66,2.15
Garrett Temple,2015-16,WAS,80,"1,951.9",-1.57,1.25,-0.32,2.61
Taj Gibson,2015-16,CHI,73,"1,935.6",-1.02,0.57,-0.45,2.43
Rudy Gobert,2015-16,UTA,61,"1,931.8",-0.60,4.06,3.47,7.62
Jared Sullinger,2015-16,BOS,81,"1,915.1",-0.25,1.93,1.68,5.20
Lou Williams,2015-16,LAL,67,"1,906.2",1.77,-1.65,0.12,3.14
Robert Covington,2015-16,PHI,67,"1,904.2",-0.17,2.07,1.90,5.52
Omri Casspi,2015-16,SAC,69,"1,880.2",0.79,-0.35,0.44,3.51
Ersan Ilyasova,2015-16,TOT,74,"1,879.6",-0.49,-0.09,-0.58,2.20
Roy Hibbert,2015-16,LAL,81,"1,876.7",-3.52,0.04,-3.48,-1.50
Brandon Knight,2015-16,PHO,52,"1,870.1",0.52,-1.33,-0.81,1.88
Matthew Dellavedova,2015-16,CLE,76,"1,867.1",0.37,0.21,0.58,3.66
Aaron Gordon,2015-16,ORL,78,"1,863.6",0.22,1.05,1.27,4.55
Kobe Bryant,2015-16,LAL,66,"1,862.6",-0.04,-3.49,-3.53,-1.46
Doug McDermott,2015-16,CHI,81,"1,860.3",-0.83,-1.97,-2.80,-0.67
Danilo Gallinari,2015-16,DEN,53,"1,839.2",1.98,-0.05,1.93,5.30
Jrue Holiday,2015-16,NOP,65,"1,830.4",2.03,-0.27,1.76,5.05
Alex Len,2015-16,PHO,78,"1,819.3",-3.28,1.20,-2.08,0.19
Ian Mahinmi,2015-16,IND,71,"1,815.0",-0.55,4.20,3.65,7.45
Nik Stauskas,2015-16,PHI,73,"1,808.7",-1.74,-1.62,-3.35,-1.37
Bismack Biyombo,2015-16,TOR,82,"1,806.7",-2.11,3.06,0.95,4.01
Chandler Parsons,2015-16,DAL,61,"1,799.4",0.65,-0.47,0.18,3.03
Amir Johnson,2015-16,BOS,79,"1,799.1",-0.09,2.50,2.41,5.77
Marc Gasol,2015-16,MEM,52,"1,790.7",-0.32,1.68,1.36,4.49
Chris Bosh,2015-16,MIA,53,"1,776.8",1.05,1.53,2.58,5.97
Cody Zeller,2015-16,CHO,73,"1,772.5",0.37,1.66,2.03,5.23
Mike Conley,2015-16,MEM,56,"1,759.6",2.66,0.78,3.45,6.85
Thabo Sefolosha,2015-16,ATL,75,"1,751.9",-1.85,1.04,-0.81,1.73
Shane Larkin,2015-16,BRK,78,"1,749.8",-1.09,-1.93,-3.03,-0.86
Terrence Ross,2015-16,TOR,73,"1,747.1",0.28,0.15,0.43,3.25
Nikola Jokic,2015-16,DEN,80,"1,732.3",1.56,4.24,5.79,9.36
Andre Iguodala,2015-16,GSW,65,"1,731.8",-0.65,-0.86,-1.50,0.97
Enes Kanter,2015-16,OKC,82,"1,720.2",0.88,-2.71,-1.83,0.61
Frank Kaminsky,2015-16,CHO,81,"1,707.7",-2.49,0.24,-2.25,-0.03
